,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
340,2024-06-01,198.0,2024-06-01,5503.604166666667,0.0095327168082649,104.91077803715486,2415.046650225111,0.0905421935118298,2348.1594564311267,0.0883967081705729,5.276681554368065e-06,791.7229166666666,0.0734791666666666,0.0734791666666666,0.0482382609767061,0.0341096014492753,15.50625,0.0,791.7229166666666,49.20208333333333,13.9,2024-06-01,0.0883967081705729,919.4160270775354,3210.6289065154024,3121.707246202693,4534.813225877366,0.0725077827101783,0.1245077827101783,R4,6745.126909602224,153.0,153.0,1.8,13.675,790.8166666666666,49.0,23.82480841218059,0.5428571428571428,798.2518295768754,2024.0,1.8,25.0,10.0,348.9999999999999,0.9571991116591525,0.9697415512370127,0.7982518295768753,4563.466356653258,6880.137208356059,0.6072046291058582
341,2024-06-02,199.0,2024-06-02,5717.770833333333,0.0093519051252837,106.93475936545708,2429.1347254392263,0.0873195585940561,2367.7273542397274,0.0846532185872395,4.8054817279173234e-06,787.8291666666668,0.0712083333333333,0.0712083333333333,0.0450268176788172,0.031838768115942,16.897916666666667,0.0,787.8291666666668,40.27708333333333,15.985416666666666,2024-06-02,0.0846532185872395,937.8218924357508,3229.357978069936,3147.7213434203086,4540.72421437927,0.0702669694650948,0.1222669694650949,R4,6763.021969490687,154.0,154.0,3.4,15.808333333333332,787.0124999999999,40.083333333333336,24.553762477197083,0.7289540650164927,1076.1905451167709,2024.0,3.4,24.6,9.8,358.7999999999999,0.957910775050627,0.9711077588154031,1.0761905451167708,4565.812293322464,6882.571925043128,0.6414455699135454
342,2024-06-03,200.0,2024-06-03,5703.541666666667,0.0093641811037869,106.79926554905408,2442.017568498161,0.0844703507092685,2372.2478973462426,0.0837860107421875,5.443014790059679e-06,787.9270833333334,0.0683125,0.0683125,0.0409314909044452,0.0289429347826087,16.431250000000002,0.0,787.9270833333334,45.68333333333334,15.05625,2024-06-03,0.0837860107421875,948.3682661276092,3246.4847811150285,3153.7310767600657,4538.1695865039765,0.0674094186296214,0.1194094186296215,R4,6726.772038238033,155.0,155.0,7.8,14.841666666666669,786.9979166666667,45.49166666666667,25.547474188905635,0.9937117117085532,920.1225225326295,2024.0,7.8,23.4,10.6,369.3999999999999,0.9622451176554595,0.973470381242124,0.9201225225326295,4565.617804560426,6875.763281440397,0.6401985546693408
343,2024-06-04,201.0,2024-06-04,5558.25,0.0094880381184069,105.42174989087792,2403.3860497466044,0.0935468665199048,2316.217499246002,0.0954017639160156,7.002480875732467e-06,788.8333333333334,0.0676041666666666,0.0676041666666666,0.0399297562977642,0.0282346014492753,17.287499999999998,1.4518,788.8333333333334,59.54791666666667,15.547916666666666,2024-06-04,0.0954017639160156,944.2013097388904,3195.1269861031687,3079.242736848524,4459.914554672973,0.0667104493605128,0.1187104493605128,R4,6555.933463340081,156.0,156.0,6.6,15.643478260869566,787.8543478260871,57.60869565217392,26.547474188905635,1.0,753.4168695415314,2024.0,6.6,22.6,9.6,379.0,0.9707457822721335,0.9713099266119557,0.7534168695415313,4568.302212827346,6870.6035839238775,0.6675141012896838
344,2024-06-05,202.0,2024-06-05,5464.25,0.0095673365824705,104.53374994903288,2436.926574720363,0.0856699678215966,2358.31594339159,0.0865580240885416,6.173898261518345e-06,793.8895833333332,0.0665208333333333,0.0665208333333333,0.0383976916051934,0.027151268115942,18.26875,0.0,793.8895833333332,54.10625,15.21875,2024-06-05,0.0865580240885416,933.848510146752,3239.716675089265,3135.2095570673177,4512.092000678364,0.0656414375371702,0.1176414375371702,R4,6657.073245952916,157.0,157.0,3.4,15.008333333333333,793.0291666666667,53.89166666666667,27.318902760334208,0.7714285714285715,786.728682464123,2024.0,3.4,25.8,10.4,389.3999999999999,0.9693830223353556,0.9699022098601008,0.7867286824641231,4557.3399625785005,6836.282204129306,0.7042891364918206
345,2024-06-06,203.0,2024-06-06,5473.291666666667,0.0095591192288679,104.6213395285199,2479.13438560632,0.0763089638707447,2400.189589902333,0.078625996907552,6.091346177279778e-06,794.7541666666666,0.065,0.065,0.0362469084790843,0.0256304347826086,19.54375,0.0,794.7541666666666,47.145833333333336,17.460416666666667,2024-06-06,0.078625996907552,950.3289587661023,3295.8288904365577,3190.877525177196,4575.786950529498,0.0641407094005547,0.1161407094005547,R4,6747.118749944602,158.0,158.0,5.0,17.283333333333335,793.9729166666666,46.958333333333336,28.273151404784613,0.9542486444504058,1046.404337758701,2024.0,5.0,29.0,12.0,401.3999999999999,0.9700554855371653,0.9687314230936248,1.0464043377587011,4547.432815928341,6803.891573961632,0.7303287012165425
346,2024-06-07,204.0,2024-06-07,5572.916666666667,0.0094725964902579,105.57177805676012,2473.515885401197,0.0774643505324564,2392.601372739676,0.0799980163574218,6.2674239189930505e-06,792.5583333333334,0.062875,0.062875,0.0332417046590414,0.0235054347826086,19.83333333333333,0.0,792.5583333333334,46.56041666666667,17.743750000000002,2024-06-07,0.0799980163574218,961.852584225051,3288.3595029743533,3180.789542251868,4545.100913312686,0.0620438015932289,0.1140438015932289,R4,6686.819973093636,159.0,159.0,5.4,17.541666666666668,791.7229166666666,46.34166666666667,29.218155936807666,0.9450045320230476,1075.9854975262474,2024.0,5.4,27.4,11.4,412.7999999999999,0.9761093831873888,0.9697813495241125,1.0759854975262475,4546.2672822269615,6787.44125613574,0.7847034607112937
347,2024-06-08,205.0,2024-06-08,5440.25,0.0095883036241208,104.30433449430708,2407.4810888567795,0.0924221902216347,2302.713456464658,0.0978597005208333,8.432813005884474e-06,791.9333333333334,0.0611875,0.0611875,0.0308552192725368,0.0218179347826086,18.58333333333333,1.5026,791.9333333333334,70.46458333333334,15.185416666666669,2024-06-08,0.0978597005208333,971.157533627618,3200.571042821168,3061.290093944271,4407.924669645731,0.060378610099176,0.112378610099176,R4,6304.933848539422,160.0,160.0,6.6,14.975,790.9791666666666,70.26666666666667,30.218155936807666,1.0,506.24073962994,2024.0,6.6,26.6,11.6,424.3999999999999,0.988905343601468,0.9711290965931478,0.50624073962994,4536.273898862264,6747.064402092888,0.7884425546586236
348,2024-06-09,206.0,2024-06-09,5542.791666666667,0.0094988168450558,105.2841551411256,2435.515375053893,0.0858355762817408,2338.521774053324,0.0903409322102864,7.68541309644238e-06,792.6729166666668,0.0608125,0.0608125,0.0303248891866469,0.0214429347826086,18.266666666666666,0.3333,792.6729166666668,62.46458333333334,15.904166666666669,2024-06-09,0.0903409322102864,959.5630437891822,3237.8405877509063,3108.8946483048003,4455.676639591676,0.060008567544942,0.112008567544942,R4,6501.285919291953,161.0,161.0,5.0,15.683333333333332,791.7624999999999,62.26666666666667,31.218155936807666,1.0,672.3451094034966,2024.0,5.0,27.8,11.4,435.7999999999999,0.9920723786881989,0.9715802840854203,0.6723451094034967,4533.525303439849,6726.736981163419,0.8166508627366126
349,2024-06-10,207.0,2024-06-10,5621.791666666667,0.0094321266482388,106.0306953992117,2448.7131877920738,0.082952614501311,2359.161669344808,0.086371103922526,7.036007005044551e-06,792.4,0.0611666666666666,0.0611666666666666,0.0308257564899874,0.0217971014492753,18.88125,0.0,792.4,52.99166666666667,17.15625,2024-06-10,0.086371103922526,956.9275375056284,3255.386120080905,3136.3338882234634,4483.218047850609,0.0603580521794963,0.1123580521794963,R4,6565.379930709705,162.0,162.0,7.0,16.958333333333332,791.4854166666668,52.80833333333334,32.21439500847534,0.9962390716676836,912.0349706634128,2024.0,7.0,26.6,11.8,447.5999999999999,0.990383224242987,0.9720164242597394,0.9120349706634128,4521.561061125342,6691.556595014159,0.8416767667834203
350,2024-06-11,208.0,2024-06-11,5581.229166666667,0.0094671675837036,105.64438787818592,2449.924147785422,0.0827827279490818,2355.2175305044084,0.0872840881347656,7.460134987838984e-06,793.74375,0.0614166666666666,0.0614166666666666,0.0311793098805807,0.0220471014492753,19.7,0.546,793.74375,56.64166666666667,17.260416666666668,2024-06-11,0.0872840881347656,951.1696140759318,3256.996003334678,3131.090442441114,4487.830624345407,0.0606047472156523,0.1126047472156523,R4,6558.330759649127,163.0,163.0,5.8,17.041666666666668,792.8125,56.40833333333333,33.21439500847534,1.0,846.9215006327684,2024.0,5.8,27.4,11.599999999999998,459.19999999999993,0.9835279221342532,0.9731812000676279,0.8469215006327684,4514.819966247641,6665.753063624218,0.8502737913373909
351,2024-06-12,209.0,2024-06-12,5652.125,0.0094065004114152,106.31744809270631,2471.193819929617,0.0779864957187391,2390.820911806843,0.0803476969401041,6.23032588248679e-06,794.0875,0.0611666666666666,0.0611666666666666,0.0308257564899874,0.0217971014492753,20.554166666666667,0.0,794.0875,42.68333333333334,19.00208333333333,2024-06-12,0.0803476969401041,958.42184449722,3285.2724857835333,3178.422548911452,4524.376635237888,0.0603580521794963,0.1123580521794963,R4,6653.601571519709,164.0,164.0,7.0,18.78333333333333,793.2520833333333,42.45,34.10576787695443,0.891372868479088,1247.6068208669185,2024.0,7.0,30.2,13.6,472.8,0.9831365224244214,0.9748659461951836,1.2476068208669184,4514.181945123184,6654.398106153399,0.881289203091953
352,2024-06-13,210.0,2024-06-13,5748.895833333333,0.0093267449205075,107.22469136245212,2514.926076793832,0.069077159490039,2437.597672243562,0.0722147623697916,5.874651296681286e-06,794.6625,0.0597083333333333,0.0597083333333333,0.0287633617115266,0.020338768115942,20.51875,0.0,794.6625,43.75833333333333,18.4375,2024-06-13,0.0722147623697916,957.7329401967452,3343.411341205775,3240.6088504461563,4590.044011206106,0.0589189978019198,0.1109189978019198,R4,6756.585704341394,165.0,165.0,4.6,18.23333333333333,793.88125,43.575,34.96559402098513,0.859826144030696,1181.8021778352131,2024.0,4.6,30.6,12.8,485.6,0.9834127532123489,0.9764817891825653,1.181802177835213,4518.056108467108,6650.8378475809795,0.9031827838036489
353,2024-06-14,211.0,2024-06-14,5694.479166666667,0.009372261350415,106.71201966906165,2517.546285037284,0.0686573676042253,2425.459353311892,0.0744489034016927,7.043376782702084e-06,795.0895833333334,0.0577083333333333,0.0577083333333333,0.0259349345867805,0.018338768115942,19.727083333333333,0.0,795.0895833333334,49.29166666666666,17.474999999999998,2024-06-14,0.0744489034016927,972.4590319708512,3346.894717531749,3224.471838088697,4574.902801049305,0.0569454375126719,0.1089454375126719,R4,6683.659024201216,166.0,166.0,12.2,17.275000000000002,794.0875,49.10833333333333,35.933262677215524,0.9676686562303956,1003.460300062734,2024.0,9.0,24.2,11.6,497.2,0.9907144331601472,0.9791811050139169,1.003460300062734,4516.469633920061,6636.11736485105,0.9162508502579545
354,2024-06-15,212.0,2024-06-15,5675.041666666667,0.0093883823796927,106.5293531500743,2494.272911532892,0.0732830819192391,2394.5838530215183,0.0798085530598958,7.721708419294127e-06,792.7875,0.0562916666666666,0.0562916666666666,0.0239314653734186,0.0169221014492753,18.16875,1.7923,792.7875,71.55208333333333,13.764583333333334,2024-06-15,0.0798085530598958,968.069004820526,3315.9544598276725,3183.4251056265484,4518.519861993826,0.0555474989744547,0.1075474989744547,R4,6574.605142211117,167.0,167.0,3.8,13.591666666666669,791.78125,71.36666666666666,36.76183410578695,0.8285714285714285,445.7447038553206,2024.0,3.8,25.4,10.2,507.4,0.9940231416196061,0.9827568097581381,0.4457447038553206,4515.305822214094,6623.937238608828,0.8910717698492718
355,2024-06-16,213.0,2024-06-16,5960.729166666667,0.0091604080100176,109.17873198332852,2532.071627102528,0.0657400905434865,2456.658451629869,0.0691439310709635,5.692121617124858e-06,788.0104166666666,0.0565833333333333,0.0565833333333333,0.0243439443291107,0.017213768115942,19.197916666666668,0.0,788.0104166666666,46.72291666666666,17.2,2024-06-16,0.0691439310709635,966.1092128886316,3366.2051035681216,3265.948770597465,4589.946867712606,0.05583530984997,0.10783530984997,R4,6749.82500792687,168.0,168.0,5.0,17.025000000000002,787.1791666666667,46.53333333333333,37.71880853403231,0.9569744282453576,1037.6818296148551,2024.0,5.0,29.0,12.0,519.4,0.9968959708652679,0.9848357597142742,1.0376818296148551,4518.821726023618,6622.994598497127,0.8883211473134208
356,2024-06-17,214.0,2024-06-17,6288.604166666667,0.0089180767186828,112.14269854153322,2567.303106862823,0.0591717404321324,2505.880731773674,0.0615119934082031,4.537048771810814e-06,783.5604166666667,0.0567083333333333,0.0567083333333333,0.0245207210244074,0.017338768115942,20.43958333333333,0.0,783.5604166666667,34.79375,17.914583333333333,2024-06-17,0.0615119934082031,962.2279495271456,3413.0427939817505,3331.386212751872,4655.093540932638,0.055958657368048,0.107958657368048,R4,6887.926302980631,169.0,169.0,5.8,17.733333333333334,782.8354166666667,34.6,38.58525186412117,0.866443330088855,1327.381343715664,2024.0,5.8,27.8,11.8,531.1999999999999,0.9933869933116212,0.9858543640830942,1.3273813437156639,4527.173437054237,6634.5056174073125,0.917411063112209
357,2024-06-18,215.0,2024-06-18,6299.083333333333,0.0089111047930244,112.23420651871204,2593.224679510416,0.0545618697122777,2531.714118170398,0.0578104654947916,4.4990533799575295e-06,784.9229166666668,0.0555,0.0555,0.0228118796365399,0.0161304347826086,21.066666666666663,0.0,784.9229166666668,35.389583333333334,15.891666666666666,2024-06-18,0.0578104654947916,963.2008895518666,3447.503639877603,3365.7298214398334,4689.549183057814,0.0547662980266275,0.1067662980266275,R4,6933.36612458023,170.0,170.0,5.8,15.691666666666668,784.03125,35.19166666666667,39.50544160503591,0.9201897409147376,1155.3928290728402,2024.0,5.8,21.8,8.8,539.9999999999999,0.9917173647752193,0.9872507202945136,1.1553928290728401,4543.575910510297,6661.46509321018,0.9461236316501596
358,2024-06-19,216.0,2024-06-19,6013.125,0.0091202065106401,109.6583566243274,2564.995256583244,0.0598283552818056,2490.146918597194,0.0642255147298177,5.582276199585539e-06,790.6583333333333,0.0528333333333333,0.0528333333333333,0.0190406434702116,0.013463768115942,19.485416666666666,0.0,790.6583333333333,51.4125,13.514583333333334,2024-06-19,0.0642255147298177,961.3536177422166,3409.9746748550106,3310.46925224951,4610.870470516469,0.0521348843076303,0.1041348843076303,R4,6768.142361366452,171.0,171.0,3.0,13.283333333333331,789.6041666666666,51.21666666666667,40.21972731932162,0.7142857142857143,744.3152487538498,2024.0,3.0,24.6,9.8,549.7999999999998,0.9900863275203814,0.9892721822539224,0.7443152487538498,4550.631515498733,6669.398601454004,0.9430941006708543
359,2024-06-20,217.0,2024-06-20,5840.3125,0.0092538833184494,108.07219584426086,2526.401455781624,0.0667953721613673,2432.978984593231,0.0729777018229166,7.1137480745065535e-06,793.4187499999999,0.0513541666666666,0.0513541666666666,0.0169487859092014,0.0119846014492753,19.497916666666665,0.0,793.4187499999999,47.60833333333333,18.33125,2024-06-20,0.0729777018229166,975.2074350941358,3358.667023114855,3234.4686410721733,4526.255156558417,0.0506752720103741,0.1026752720103741,R4,6584.345930840323,172.0,172.0,9.8,18.125,792.3916666666668,47.425,41.159195923606006,0.9394686042843832,1093.7004662899742,2024.0,9.8,27.0,13.4,563.1999999999998,0.9945379311276292,0.991100602423908,1.0937004662899743,4547.093530215084,6657.771971517985,0.9464723955659453
360,2024-06-21,218.0,2024-06-21,5470.75,0.0095615784216168,104.59614781152844,2453.346880063631,0.0819968336246846,2332.523455044262,0.0916481018066406,9.593572237646216e-06,796.2708333333334,0.0500625,0.0500625,0.0151220933911362,0.0106929347826086,18.272916666666667,6.5639,796.2708333333334,80.31041666666667,14.179166666666667,2024-06-21,0.0916481018066406,1004.3666418557248,3261.546277007717,3100.9203193620447,4382.367318248919,0.0494006809902349,0.1014006809902349,R4,6286.361039599114,173.0,173.0,9.8,13.983333333333334,795.0833333333334,80.09166666666667,42.159195923606006,1.0,317.911532299928,2024.0,9.8,21.4,10.6,573.7999999999998,1.0086566425746362,0.9942251330203522,0.317911532299928,4535.469701996243,6629.167761982661,0.8923242551926368
361,2024-06-22,219.0,2024-06-22,5077.1875,0.0099315851345908,100.741659756691,2267.272516262659,0.1336026932914169,2164.197933057355,0.1346982320149739,8.804177355524607e-06,796.8395833333334,0.092875,0.092875,0.0756681115302343,0.0535054347826086,17.977083333333333,12.3403,796.8395833333334,77.12708333333333,14.09375,2024-06-22,0.1346982320149739,988.8380369373886,3014.1739411047324,2877.143778008244,4413.664310134146,0.0916472059319465,0.1436472059319465,R4,6494.50578029795,174.0,174.0,7.0,16.08421052631579,795.6210526315789,70.92631578947368,43.159195923606006,1.0,531.4931074319111,2024.0,4.6,25.8,10.4,584.1999999999998,1.0180830361709667,0.9955245449473864,0.5314931074319111,4535.879676316845,6642.708614251128,0.8941279957499205
362,2024-06-23,220.0,2024-06-23,5107.604166666667,0.0098962284543778,101.06303571336316,2224.575781163471,0.1454059297899213,2126.5178300181024,0.1443341573079427,8.544016090689877e-06,797.6854166666667,0.1177708333333333,0.1177708333333333,0.1108761366768145,0.078401268115942,18.579166666666666,4.5961,797.6854166666667,74.09375,14.452083333333334,2024-06-23,0.1443341573079427,980.0815379042516,2957.411736569054,2827.0508210017915,4510.058276419092,0.1162139199491461,0.1682139199491461,R4,6693.973290581469,175.0,175.0,4.6,14.225,796.6062499999999,73.925,44.10205306646315,0.9428571428571428,422.96163906316366,2024.0,4.6,27.0,11.0,595.1999999999998,1.0197547182680438,0.9970325323338747,0.42296163906316364,4539.764078947374,6656.471997914664,0.8763148907256111
363,2024-06-24,221.0,2024-06-24,5253.333333333333,0.0097571269885191,102.49773961535831,2305.1940020457646,0.1192847212832061,2205.2095814051777,0.121039072672526,8.397013371298766e-06,795.0833333333334,0.1039375,0.1039375,0.0913128490639867,0.0645679347826086,20.09375,0.0,795.0833333333334,60.3,17.814583333333335,2024-06-24,0.121039072672526,990.2915585087404,3064.5877989165074,2931.665782242444,4572.484566191139,0.1025634612818486,0.1545634612818486,R4,6767.183241938873,176.0,176.0,7.0,17.591666666666665,794.15,60.075,45.10205306646315,1.0,803.1268704762016,2024.0,7.0,29.0,13.0,608.1999999999998,1.014927355004965,0.9994845896122047,0.8031268704762016,4546.140258828841,6670.88652014532,0.8685357407122387
364,2024-06-25,222.0,2024-06-25,5375.604166666667,0.0096449036010073,103.6859219008508,2342.0400710241643,0.1089993805305778,2246.240489353678,0.1107343037923177,7.901502167975037e-06,795.2958333333332,0.0886041666666666,0.0886041666666666,0.0696282411075992,0.0492346014492753,21.172916666666666,0.0,795.2958333333332,54.83125,18.491666666666667,2024-06-25,0.1107343037923177,978.3710829306218,3113.5719682875147,2986.2133907152447,4524.79233310917,0.0874328323976151,0.1394328323976151,R4,6679.945992033531,177.0,177.0,7.8,18.316666666666663,794.3874999999999,54.61666666666667,46.08470271583378,0.982649649370628,955.5211220139904,2024.0,7.8,28.6,13.2,621.3999999999999,1.01133748004629,1.0014837359285373,0.9555211220139904,4548.780380883395,6679.573322458491,0.8762928565251832
365,2024-06-26,223.0,2024-06-26,5372.75,0.0096477044296392,103.65753413906184,2389.407209703415,0.0967928056515675,2279.330587500732,0.1029866536458333,8.948778729049745e-06,795.6166666666667,0.0790208333333333,0.0790208333333333,0.056075361134857,0.039651268115942,20.60625,0.0,795.6166666666667,61.54166666666666,17.733333333333334,2024-06-26,0.1029866536458333,984.6308471851172,3176.5431347651274,3030.204269988926,4535.14927414992,0.0779761893449692,0.1299761893449692,R4,6634.634649797988,178.0,178.0,8.2,17.541666666666668,794.6416666666668,61.333333333333336,47.08470271583378,1.0,775.3646076287912,2024.0,8.2,25.8,12.0,633.3999999999999,1.0128977669698869,1.0034099418793316,0.7753646076287912,4549.549855091398,6678.218542335511,0.8425612698653169
366,2024-06-27,224.0,2024-06-27,5361.041666666667,0.0096597548420846,103.53902361617055,2372.7446263602487,0.1010201581573396,2250.36516139269,0.1097793579101562,1.00735069956308e-05,792.7979166666668,0.0747083333333333,0.0747083333333333,0.0499765651471231,0.035338768115942,20.10625,1.1237999,792.7979166666668,73.65625,16.879166666666666,2024-06-27,0.1097793579101562,975.8327568574812,3154.391441863541,2991.696842257314,4466.159769287303,0.0737206999712786,0.1257206999712786,R4,6483.730990821318,179.0,179.0,9.8,16.658333333333335,791.75625,73.44166666666666,48.08470271583378,1.0,503.5909281203419,2024.0,9.8,26.2,13.0,646.3999999999999,1.007938798969574,1.0047401708458956,0.5035909281203419,4540.700980668626,6658.728919941221,0.7941176091713976
367,2024-06-28,225.0,2024-06-28,5513.9375,0.0095240294039978,105.00832297031684,2342.137619648222,0.1090409843747677,2231.098252539917,0.1144892374674479,9.219371414640738e-06,791.1104166666668,0.071875,0.071875,0.0459696267203993,0.0325054347826086,20.63125,3.9799,791.1104166666668,67.46875,16.841666666666665,2024-06-28,0.1144892374674479,978.4604485530878,3113.7016520897555,2966.082887969457,4383.937912507789,0.0709248228948442,0.1229248228948442,R4,6382.973696619219,180.0,180.0,8.6,16.650000000000002,790.1458333333334,67.24166666666666,49.08470271583378,1.0,620.8245784859563,2024.0,8.6,27.0,12.8,659.1999999999998,1.0079694488998259,1.0051812393013255,0.6208245784859563,4527.060631487088,6637.251396542507,0.7667864862016277
368,2024-06-29,226.0,2024-06-29,5411.8125,0.0096131660239777,104.03243564803942,2411.883536344838,0.0914291785554964,2303.955984581172,0.0975799560546875,8.674937732129032e-06,794.6999999999999,0.0700833333333333,0.0700833333333333,0.0434358274211475,0.030713768115942,22.09166666666667,2.0943,794.6999999999999,52.38333333333333,20.27083333333333,2024-06-29,0.0975799560546875,982.955164437986,3206.4237766237466,3062.941944722253,4498.2966184870165,0.0691568418023929,0.1211568418023929,R4,6562.479382768788,181.0,181.0,12.6,20.118367346938776,793.8775510204082,51.99183673469388,50.01257220454708,0.9278694887132968,1130.8176361174503,2024.0,12.6,29.0,15.8,674.9999999999998,1.007394736186966,1.0062752835723372,1.1308176361174502,4525.616114093746,6636.385270868054,0.8157202670774941
369,2024-06-30,227.0,2024-06-30,5397.104166666667,0.0096262688373842,103.89092609660882,2429.774316498724,0.0871825923045937,2313.8143221342343,0.095441182454427,9.28381461281824e-06,796.9708333333333,0.0680833333333333,0.0680833333333333,0.0406074002964013,0.028713768115942,22.76458333333333,0.18519999,796.9708333333333,55.34791666666666,20.214583333333334,2024-06-30,0.095441182454427,971.5051104362656,3230.208267874392,3076.0478876302705,4513.305281827775,0.0671832815131451,0.1191832815131451,R4,6556.895113890361,182.0,182.0,12.2,20.058333333333334,796.0645833333333,55.16666666666666,50.96503441259724,0.9524622080501608,1052.1209342394852,2024.0,12.2,28.2,15.2,690.1999999999998,1.0059104734771576,1.006671849977015,1.0521209342394853,4520.141715101972,6622.60456415116,0.8167516316935391
370,2024-07-01,228.0,2024-07-01,5236.833333333333,0.009774418719769,102.32993696691832,2318.495594278684,0.1168340162481308,2181.773600205407,0.1288337707519531,1.1616253489619884e-05,794.8625000000001,0.0681666666666666,0.0681666666666666,0.0407252514265991,0.0287971014492753,21.01666666666667,6.6183,794.8625000000001,83.82083333333334,16.6375,2024-07-01,0.1288337707519531,990.8947100465566,3082.271298538228,2900.5093494317066,4307.338081551046,0.0672655131918637,0.1192655131918637,R4,6184.126614661794,183.0,183.0,13.4,16.458333333333332,793.7916666666666,83.61666666666666,51.96503441259724,1.0,306.7296477440478,2024.0,11.8,24.2,13.0,703.1999999999998,1.0101750803471374,1.0087786865232218,0.30672964774404776,4495.302039431858,6572.333157842671,0.743847939124138
371,2024-07-02,229.0,2024-07-02,4968.1875,0.0100379610274324,99.6614376021552,2146.829849039348,0.1758519661225371,2044.1506033470423,0.1745198567708333,9.318728629209949e-06,793.3083333333334,0.1858541666666666,0.1858541666666666,0.2071605100483827,0.1464846014492753,20.347916666666663,17.2515,793.3083333333334,73.75833333333334,15.983333333333334,2024-07-02,0.1745198567708333,970.0820787313896,2854.054173261353,2717.549582640635,4748.922928947143,0.1833972014622912,0.2353972014622912,R4,7098.962597246986,184.0,184.0,9.8,16.21818181818182,792.2318181818181,71.19090909090909,52.96503441259724,1.0,531.1767192011752,2024.0,9.8,23.4,11.6,714.7999999999998,1.0057599689413637,1.009284413036511,0.5311767192011752,4499.543021281096,6584.161477318869,0.6992610741333048
372,2024-07-03,230.0,2024-07-03,5146.458333333333,0.0098589307925605,101.4462452429088,2221.0048515563462,0.1463288901385644,2141.3284883911883,0.1398022969563802,6.915467553837583e-06,794.1020833333333,0.1831249999999999,0.1831249999999999,0.2033008855344061,0.1437554347826086,20.45208333333333,0.1392,794.1020833333333,59.33541666666667,15.925,2024-07-03,0.1398022969563802,991.6531067787504,2952.664445323687,2846.740514322093,4898.454316555621,0.1807041139842551,0.2327041139842551,R4,7412.166817331735,185.0,185.0,5.0,15.716666666666669,793.1125000000001,59.125,53.96503441259724,1.0,729.8803965888758,2024.0,5.0,26.6,10.8,725.5999999999998,1.0126701729501517,1.0115112454262514,0.7298803965888758,4520.084724569607,6630.163224173532,0.6982300132643781
373,2024-07-04,231.0,2024-07-04,5268.958333333333,0.0097436282529669,102.64664244282568,2295.6487888110905,0.1224056430214542,2231.4699435947537,0.114654541015625,5.3305481312111935e-06,795.74375,0.1464166666666666,0.1464166666666666,0.1513874626822938,0.1070471014492753,20.366666666666667,0.0,795.74375,44.63958333333333,16.085416666666667,2024-07-04,0.114654541015625,983.5608583408356,3051.8981320203247,2966.577024198601,4845.792055078686,0.1444810595086854,0.1964810595086855,R4,7355.539681899566,186.0,186.0,4.2,15.866666666666667,794.7541666666666,44.43333333333334,54.82257505295135,0.8575406403541084,1001.7886542045118,2024.0,4.2,25.0,10.0,735.5999999999998,1.0101548651947163,1.0121251723947404,1.0017886542045118,4542.908788749626,6685.248492106335,0.6916648838297021
374,2024-07-05,232.0,2024-07-05,5307.729166666667,0.0097071250627968,103.0265928481084,2342.985741024954,0.1086930197525588,2280.405857833286,0.1027119954427083,5.083505048410368e-06,797.6645833333333,0.1230833333333333,0.1230833333333333,0.1183891462269216,0.083713768115942,20.291666666666668,0.0,797.6645833333333,46.96875,14.554166666666667,2024-07-05,0.1027119954427083,974.383781307073,3114.829167787275,3031.633763705619,4788.062316216995,0.1214561894674607,0.1734561894674607,R4,7244.487016412298,187.0,187.0,3.4,14.358333333333334,796.6437500000001,46.75,55.59400362437992,0.7714285714285715,871.2550740277532,2024.0,3.4,24.2,9.6,745.1999999999998,1.011630229884972,1.0099216103172972,0.8712550740277532,4571.887002890203,6753.686061878705,0.7311894225245468
375,2024-07-06,233.0,2024-07-06,5547.770833333333,0.0094947103074786,105.33083756547138,2397.0940309511,0.094922505851234,2331.837986787214,0.0917599995930989,5.1855788420195225e-06,795.4020833333334,0.104,0.104,0.091401237411635,0.0646304347826087,20.38958333333333,0.0,795.4020833333334,45.7875,15.095833333333331,2024-07-06,0.0917599995930989,967.4736648071038,3186.762204651307,3100.0090391594977,4755.261532610754,0.1026251350408876,0.1546251350408876,R4,7155.971549827288,188.0,188.0,3.8,14.9,794.3791666666666,45.59166666666667,56.41690614009652,0.822902515716596,921.8937324048702,2024.0,3.8,26.2,10.6,755.7999999999998,1.003337351823921,1.008351455923313,0.9218937324048702,4596.286804495675,6800.933616845085,0.7590751814511867
